WardCode,WardName,Borough,area_km2,population,pop_density,typeA_count,typeB_count,typeA_density,typeB_density,atm_density,bank_density,bar_density,cafe_density,clothes_density,convenience_density,department_store_density,electronics_density,fast_food_density,jewelry_density,mall_density,nightclub_density,parking_density,pharmacy_density,pub_density,restaurant_density,station_density,supermarket_density,atm_density_log,bank_density_log,bar_density_log,cafe_density_log,clothes_density_log,convenience_density_log,department_store_density_log,electronics_density_log,fast_food_density_log,jewelry_density_log,mall_density_log,nightclub_density_log,parking_density_log,pharmacy_density_log,pub_density_log,restaurant_density_log,station_density_log,supermarket_density_log,typeA_density_log,typeB_density_log
E05009330,St Katharine's & Wapping,Tower Hamlets,1.0624922281977252,12064,11354.435994759053,965,1976,908.2419375781238,1859.7783094863967,6.58828348502266,0.0,3.7647334200129485,12.235383615042084,0.0,9.411833550032371,0.0,0.0,7.529466840025897,0.0,0.0,0.9411833550032371,5.647100130019423,0.9411833550032371,2.8235500650097114,18.823667100064743,1.8823667100064743,0.0,2.0266054110247103,0.0,1.5612415901084118,2.5828938201507436,0.0,2.3429430006457546,0.0,0.0,2.1435268554499958,0.0,0.0,0.6632977639207944,1.8941806888875257,0.6632977639207944,1.3411793274427568,2.98687653197262,1.0586117309840226,0.0,6.812611216715466,7.5287501251435796
E05009331,St Peter's,Tower Hamlets,1.084037437681307,19985,18435.710156603775,2452,2249,2261.914501075429,2074.6515958069494,7.379818926836637,2.7674320975637388,4.612386829272898,13.837160487818695,0.9224773658545796,6.457341560982058,0.0,0.0,15.682115219527853,1.8449547317091592,0.0,0.0,0.9224773658545796,4.612386829272898,3.6899094634183185,12.914683121964115,1.8449547317091592,0.9224773658545796,2.1258263064844827,1.3263936281480613,1.7249760888157033,2.6971348776398654,0.6536146490407514,2.0091989915869837,0.0,0.0,2.814337200612967,1.0455471559259257,0.0,0.0,0.6536146490407514,1.7249760888157033,1.5454132780966614,2.6329446223120994,1.0455471559259257,0.6536146490407514,7.724408863689331,7.638030405445824
E05009332,Shadwell,Tower Hamlets,0.6276561443858133,13423,21385.913481552776,1578,1130,2514.1154342464633,1800.348821735427,14.339061412052073,0.0,0.0,7.966145228917818,7.966145228917818,12.745832366268509,0.0,0.0,7.966145228917818,0.0,0.0,0.0,0.0,3.1864580915671272,3.1864580915671272,3.1864580915671272,4.779687137350691,1.5932290457835636,2.730402608412177,0.0,0.0,2.1934558433399443,2.1934558433399443,2.6207356775332813,0.0,0.0,2.1934558433399443,0.0,0.0,0.0,0.0,1.4318550522377385,1.4318550522377385,1.4318550522377385,1.754349552733247,0.9529038350054603,7.830073979789278,7.496291008673734
E05009333,Spitalfields & Banglatown,Tower Hamlets,0.9122577784128458,13473,14768.851873689086,2731,4291,2993.671377350619,4703.714346470709,16.44272085692394,2.1923627809231925,5.480906952307981,38.366348666155865,14.250358076000749,10.961813904615962,0.0,1.0961813904615962,16.44272085692394,1.0961813904615962,0.0,0.0,2.1923627809231925,2.1923627809231925,5.480906952307981,35.07780449477108,1.0961813904615962,2.1923627809231925,2.858922418750458,1.1607613263009562,1.8688604623463707,3.67291135658952,2.7246029831712524,2.4817194012881725,0.0,0.7401173039650792,2.858922418750458,0.7401173039650792,0.0,0.0,1.1607613263009562,1.1607613263009562,1.8688604623463707,3.58567784231108,0.7401173039650792,1.1607613263009562,8.004589780773404,8.45632033741777
E05009334,Stepney Green,Tower Hamlets,0.6568122241254477,12618,19210.970101540053,1164,788,1772.196005562896,1199.7340656216168,1.5225051594182955,0.0,0.0,3.045010318836591,3.045010318836591,9.135030956509773,0.0,0.0,3.045010318836591,0.0,0.0,0.0,1.5225051594182955,0.0,0.0,4.567515478254887,0.0,1.5225051594182955,0.9252525186026217,0.0,0.0,1.397484101517483,1.397484101517483,2.315997834315655,0.0,0.0,1.397484101517483,0.0,0.0,0.0,0.9252525186026217,0.0,0.0,1.7169489002541671,0.0,0.9252525186026217,7.4805388501968615,7.0906883701022005
E05009335,Weavers,Tower Hamlets,0.6723124226612546,13415,19953.520934357573,1403,2077,2086.827422355846,3089.337531171128,4.462211166833598,0.0,5.949614889111464,32.72288189011305,17.848844667334394,11.899229778222928,0.0,0.0,11.899229778222928,2.974807444555732,0.0,0.0,0.0,1.487403722277866,0.0,22.31105583416799,1.487403722277866,1.487403722277866,1.697853683386873,0.0,1.938686246402781,3.518176594787547,2.9364516211580667,2.557167602470584,0.0,0.0,2.557167602470584,1.3799763053117624,0.0,0.0,0.0,0.9112394846896548,0.0,3.1489277473529653,0.9112394846896548,0.9112394846896548,7.643879293458228,8.036035597314973
E05009336,Whitechapel,Tower Hamlets,0.9576765593321419,19004,19843.860450393484,2988,2950,3120.051306344755,3080.3719389949893,7.309357143377941,1.04419387762542,2.08838775525084,24.01645918538466,5.2209693881271,11.486132653879622,0.0,1.04419387762542,16.70710204200672,0.0,0.0,1.04419387762542,0.0,1.04419387762542,9.397744898628781,32.370010206388024,1.04419387762542,3.1325816328762603,2.117382246473994,0.715003519910516,1.127649192689723,3.2195339756548362,1.8279257447889161,2.5246186407926,0.0,0.715003519910516,2.8739658044135243,0.0,0.0,0.715003519910516,0.0,0.715003519910516,2.341588945964548,3.5076575986184357,0.715003519910516,1.4189023043899902,8.045925181207993,8.03313021152965
E05009367,Brownswood,Hackney,0.48893569302369766,8974,18354.151942768985,926,1040,1893.909594272797,2127.0690907599446,4.090517482230663,2.0452587411153313,2.0452587411153313,16.36206992892265,0.0,12.271552446691988,0.0,2.0452587411153313,4.090517482230663,0.0,0.0,0.0,0.0,0.0,0.0,8.181034964461325,0.0,2.0452587411153313,1.6273794918447801,1.1135858700035748,1.1135858700035748,2.8542879376612316,0.0,2.585622830702015,0.0,1.1135858700035748,1.6273794918447801,0.0,0.0,0.0,0.0,0.0,0.0,2.2171399395043085,0.0,1.1135858700035748,7.546926408870728,7.662970317396859
E05009368,Cazenove,Hackney,0.7370349901432968,15303,20762.9219842395,977,837,1325.5815708424486,1135.6312945702452,0.0,0.0,1.3567876876585965,5.427150750634386,2.713575375317193,13.567876876585965,0.0,0.0,8.140726125951579,0.0,0.0,0.0,0.0,1.3567876876585965,2.713575375317193,1.3567876876585965,1.3567876876585965,2.713575375317193,0.0,0.0,0.8572995425351372,1.8605313219463955,1.3119951255695819,2.6788188907549104,0.0,0.0,2.2127398271629537,0.0,0.0,0.0,0.0,0.8572995425351372,1.3119951255695819,0.8572995425351372,0.8572995425351372,1.3119951255695819,7.190360664972082,7.03582416197883
E05009369,Clissold,Hackney,1.0229760537642518,12570,12287.677657503405,996,974,973.6298287091004,952.1239489584977,0.9775399886637555,0.0,0.9775399886637555,10.75293987530131,0.9775399886637555,3.910159954655022,0.0,0.0,3.910159954655022,0.0,0.0,0.0,0.0,1.955079977327511,0.0,0.9775399886637555,0.0,0.0,0.6818536422826499,0.0,0.6818536422826499,2.464103411448132,0.6818536422826499,1.5913065185986148,0.0,0.0,1.5913065185986148,0.0,0.0,0.0,0.0,1.0835257155772609,0.0,0.6818536422826499,0.0,0.0,6.882057736045194,6.859744957063101
E05009370,Dalston,Hackney,0.5312950901329574,8870,16695.053586473514,1741,2546,3276.8983420575414,4792.063859206491,11.293159134029436,1.882193189004906,11.293159134029436,18.821931890049058,9.410965945024529,7.528772756019624,0.0,0.0,13.17535232303434,0.0,0.0,0.0,0.0,0.0,0.0,16.939738701044153,3.764386378009812,5.646579567014718,2.5090429396945133,1.058551528295644,2.5090429396945133,2.9867889958999663,2.3428596684301657,2.143445477298077,0.0,0.0,2.6515047045454474,0.0,0.0,0.0,0.0,0.0,0.0,2.887018291365388,1.5611687519007609,1.894102371519147,8.094957746637878,8.474925122502231
E05009371,De Beauvoir,Hackney,0.5918133840993988,9291,15699.205610462366,834,1143,1409.2280141131862,1931.35206250764,1.689721839464252,0.0,3.379443678928504,8.448609197321261,0.0,5.069165518392756,0.0,0.0,3.379443678928504,0.0,0.0,0.0,0.0,0.0,0.0,3.379443678928504,0.0,0.0,0.9894377828634165,0.0,1.476921702378137,2.245867555787726,0.0,1.8032211192438525,0.0,0.0,1.476921702378137,0.0,0.0,0.0,0.0,0.0,0.0,1.476921702378137,0.0,0.0,7.2515066824352274,7.566493225141974
E05009372,Hackney Central,Hackney,0.7774435417222872,12809,16475.794462995924,1909,2339,2455.483771555876,3008.5785969980066,7.717602215471586,0.0,6.431335179559655,7.717602215471586,1.2862670359119308,3.858801107735793,1.2862670359119308,0.0,3.858801107735793,0.0,0.0,1.2862670359119308,0.0,1.2862670359119308,0.0,9.003869251383517,2.5725340718238616,0.0,2.1653442248182957,0.0,2.0057055437373896,2.1653442248182957,0.826920372160209,1.580791721829421,0.826920372160209,0.0,1.580791721829421,0.0,0.0,0.826920372160209,0.0,0.826920372160209,0.0,2.3029719432961695,1.2732751680259125,0.0,7.806486245259128,8.009555346944527
E05009373,Hackney Downs,Hackney,1.0176742601018298,12932,12707.40600111671,1239,1328,1217.4819080871948,1304.9362178690837,0.9826326941785269,0.0,0.0,2.947898082535581,0.9826326941785269,3.9305307767141078,0.0,0.0,1.9652653883570539,0.0,0.0,0.0,0.0,0.0,0.9826326941785269,1.9652653883570539,0.9826326941785269,0.0,0.6844256050378027,0.0,0.0,1.3731833062774308,0.6844256050378027,1.5954466448788893,0.0,0.0,1.0869665354785927,0.0,0.0,0.0,0.0,0.0,0.6844256050378027,1.0869665354785927,0.6844256050378027,0.0,7.105361025262948,7.174675470871249
E05009374,Hackney Wick,Hackney,1.6319578982606857,12416,7608.039406673893,1739,2013,1065.5912152227688,1233.4877034177307,3.0638045291051434,0.0,1.2255218116420574,5.514848152389258,0.0,9.19141358731543,0.0,0.0,6.127609058210287,0.0,0.0,0.6127609058210287,1.2255218116420574,0.6127609058210287,0.0,8.578652681494402,0.6127609058210287,0.0,1.4021196109661656,0.0,0.7999914102085158,1.874083902920576,0.0,2.321545560608133,0.0,0.0,1.9639758427343208,0.0,0.0,0.47794755865880173,0.7999914102085158,0.47794755865880173,0.0,2.2595369434173174,0.47794755865880173,0.0,6.9722230618891645,7.118411347956144
E05009375,Haggerston,Hackney,0.8710421381967204,14547,16700.6845732125,1409,1888,1617.6025684784777,2167.518558756115,6.888300504521552,0.0,6.888300504521552,9.184400672695402,0.0,8.036350588608476,0.0,0.0,4.592200336347701,0.0,0.0,0.0,0.0,0.0,2.2961001681738504,10.332450756782327,1.1480500840869252,0.0,2.0653807129896884,0.0,2.0653807129896884,2.3208572038330417,0.0,2.2012553969465483,0.0,0.0,1.7213728298169184,0.0,0.0,0.0,0.0,0.0,1.1927400024148782,2.4276703585141237,0.764560492988815,0.0,7.389318443912238,7.681799521576873
E05009376,Homerton,Hackney,0.8022929622453709,13986,17432.534819771437,2195,2026,2735.9083318603107,2525.2620867193573,11.217847374370294,1.2464274860411437,0.0,8.724992402288006,0.0,1.2464274860411437,0.0,0.0,9.97141988832915,0.0,0.0,1.2464274860411437,2.4928549720822875,1.2464274860411437,0.0,7.478564916246863,1.2464274860411437,1.2464274860411437,2.5028977822826577,0.8093411703697391,0.0,2.274699108248473,0.0,0.8093411703697391,0.0,0.0,2.395293699669667,0.0,0.0,0.8093411703697391,1.250719445375641,0.8093411703697391,0.0,2.1375412039078707,0.8093411703697391,0.8093411703697391,7.914584216284082,7.834496053157393
E05009377,Hoxton East & Shoreditch,Hackney,1.0214490069416686,11728,11481.728329361178,3309,4709,3239.5156072523996,4610.11755652812,15.664022277436805,0.0,17.622025062116407,31.32804455487361,6.853009746378603,10.769015315737803,0.9790013923398003,0.0,22.517032023815407,0.0,0.0,0.0,0.9790013923398003,0.9790013923398003,5.874008354038803,53.84507657868902,0.0,4.895006961699002,2.813252040817883,0.0,2.924345023299199,3.4759351059883388,2.0608968654945525,2.4654702572573943,0.6825923701774325,0.0,3.1577249256042355,0.0,0.0,0.0,0.6825923701774325,0.6825923701774325,1.9277473937365928,4.004512421137079,0.0,1.7741057149384252,8.083487734166125,8.436225526682872
E05009378,Hoxton West,Hackney,0.6523470607893461,13714,21022.551988516556,1438,1984,2204.348093881202,3041.3258819612697,6.131705407179979,0.0,4.598779055384984,16.86218986974494,1.5329263517949947,18.395116221539936,0.0,1.5329263517949947,18.395116221539936,0.0,0.0,0.0,0.0,1.5329263517949947,1.5329263517949947,13.796337166154952,0.0,1.5329263517949947,1.964550393368199,0.0,1.7225485481459084,2.8826861810196056,0.9293752951112457,2.965021293219423,0.0,0.9293752951112457,2.965021293219423,0.0,0.0,0.0,0.0,0.9293752951112457,0.9293752951112457,2.694379661366355,0.0,0.9293752951112457,7.698640641127228,8.020377594616427
E05009379,King's Park,Hackney,1.9037041783200759,13155,6910.21228498255,1049,922,551.0309910259746,484.31894540128553,3.1517501869931817,0.0,0.0,2.1011667913287875,0.0,1.0505833956643937,0.0,0.0,0.5252916978321969,0.0,0.0,0.0,0.0,1.5758750934965908,0.0,0.5252916978321969,0.0,0.5252916978321969,1.4235299771443297,0.0,0.0,1.1317784249759075,0.0,0.7181243359151082,0.0,0.0,0.42218566903522525,0.0,0.0,0.0,0.0,0.9461893185170394,0.0,0.42218566903522525,0.0,0.42218566903522525,6.313604187864124,6.1848062941847015
E05009380,Lea Bridge,Hackney,1.060097908927285,14201,13395.932470397962,1465,1635,1381.9478254441951,1542.3103717414738,2.8299272875990344,0.0,0.0,1.8866181917326896,0.9433090958663448,2.8299272875990344,0.0,0.0,0.9433090958663448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9433090958663448,0.0,1.3428458180512504,0.0,0.0,1.0600856410629336,0.6643922395065712,1.3428458180512504,0.0,0.0,0.6643922395065712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6643922395065712,0.0,7.2319726053162485,7.341684980380202
E05009381,London Fields,Hackney,1.023440014833492,12798,12504.885303006415,1400,2197,1367.9355699491311,2146.681747984458,1.9541936713559016,0.0,4.8854841783897545,15.633549370847213,1.9541936713559016,5.862581014067705,0.0,0.0,5.862581014067705,0.9770968356779508,0.0,1.9541936713559016,0.0,0.9770968356779508,0.9770968356779508,14.656452535169263,1.9541936713559016,0.0,1.083225744368971,0.0,1.7724890106312492,2.8114217022323045,1.083225744368971,1.9260836120945939,0.0,0.0,1.9260836120945939,0.6816295241108209,0.0,1.083225744368971,0.0,0.6816295241108209,0.6816295241108209,2.750883134579541,1.083225744368971,0.0,7.221788760593729,7.672144282633271
E05009382,Shacklewell,Hackney,0.4380454674419011,9077,20721.593246947366,922,1037,2104.8043377421473,2367.3341629485976,4.565736090546958,0.0,13.697208271640871,11.414340226367393,4.565736090546958,9.131472181093915,0.0,0.0,4.565736090546958,0.0,0.0,2.282868045273479,2.282868045273479,2.282868045273479,0.0,20.54581240746131,0.0,0.0,1.7166292474174225,0.0,2.6876575622550214,2.518852274283167,1.7166292474174225,2.3156466365359223,0.0,0.0,1.7166292474174225,0.0,0.0,1.1887174443743314,1.1887174443743314,1.1887174443743314,0.0,3.0701814778278282,0.0,0.0,7.652452781322782,7.769942102158004
E05009383,Springfield,Hackney,1.2060841383739798,15501,12852.337168531343,1375,1337,1140.0531324902004,1108.5462095559258,0.0,1.6582591018039279,0.8291295509019639,1.6582591018039279,2.4873886527058917,3.3165182036078558,0.0,0.0,1.6582591018039279,0.0,0.0,0.0,0.8291295509019639,1.6582591018039279,0.8291295509019639,0.8291295509019639,0.8291295509019639,0.0,0.0,0.9776714355266173,0.6038401984486603,0.9776714355266173,1.24915321909826,1.4624491058993878,0.0,0.0,0.9776714355266173,0.0,0.0,0.0,0.6038401984486603,0.9776714355266173,0.6038401984486603,0.6038401984486603,0.6038401984486603,0.0,7.039706915377535,7.011706390496724
E05009384,Stamford Hill West,Hackney,0.683142855166079,10327,15116.896739686168,476,1016,696.779592145891,1487.2438353366076,0.0,0.0,0.0,0.0,0.0,2.9276453451508027,0.0,0.0,2.9276453451508027,0.0,0.0,0.0,0.0,0.0,0.0,1.4638226725754013,0.0,1.4638226725754013,0.0,0.0,0.0,0.0,0.0,1.3680400975032017,0.0,0.0,1.3680400975032017,0.0,0.0,0.0,0.0,0.0,0.0,0.9017140757825588,0.0,0.9017140757825588,6.547903282331724,7.305352069801912
E05009385,Stoke Newington,Hackney,0.9538370166146092,13536,14191.10368356476,1374,1113,1440.4976700072384,1166.8660165342476,3.145191419229778,2.096794279486519,4.193588558973038,17.82275137563541,8.387177117946075,13.62916281666237,0.0,1.0483971397432594,13.62916281666237,1.0483971397432594,0.0,1.0483971397432594,0.0,2.096794279486519,5.241985698716297,22.016339934608446,0.0,4.193588558973038,1.4219489682760333,1.1303674730458437,1.6474248954269435,2.9350663177139484,2.239344621606173,2.683016989653227,0.0,0.7170576042682688,2.683016989653227,0.7170576042682688,0.0,0.7170576042682688,0.0,1.1303674730458437,1.8312983527079139,3.136204395631335,0.0,1.6474248954269435,7.273437900710337,7.062933444936899
E05009386,Victoria,Hackney,0.7632303493149778,12282,16092.127378089019,1111,1129,1455.6549028706156,1479.2388706939018,6.551102173135083,0.0,0.0,1.3102204346270168,0.0,1.3102204346270168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3102204346270168,0.0,2.6204408692540335,0.0,0.0,2.021693535803123,0.0,0.0,0.8373429462263694,0.0,0.8373429462263694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8373429462263694,0.0,1.2865958055089841,0.0,0.0,7.283897923556387,7.299958752852226
E05009387,Woodberry Down,Hackney,0.8690743718259666,12065,13882.58633682968,1385,1502,1593.649571198434,1728.2755638556303,3.4519485296716983,0.0,0.0,6.903897059343397,0.0,9.205196079124528,0.0,0.0,3.4519485296716983,0.0,0.0,0.0,2.301299019781132,1.150649509890566,0.0,2.301299019781132,1.150649509890566,2.301299019781132,1.4933418721765885,0.0,0.0,2.067355936492258,0.0,2.3228970101021624,0.0,0.0,1.4933418721765885,0.0,0.0,0.0,1.1943160333735265,0.7657698941407914,0.0,1.1943160333735265,0.7657698941407914,1.1943160333735265,7.3744092865025745,7.455457850575489
E05009388,Abingdon,Kensington and Chelsea,0.6037675703077247,7981,13218.662930061466,750,1005,1242.1998743949505,1664.5478316892336,0.0,0.0,0.0,11.59386549435287,4.968799497579802,4.968799497579802,0.0,0.0,1.6562664991932674,0.0,0.0,0.0,1.6562664991932674,6.62506599677307,0.0,33.12532998386535,0.0,0.0,0.0,0.0,0.0,2.5332098298723786,1.7865458180007574,1.7865458180007574,0.0,0.0,0.9769215651322937,0.0,0.0,0.0,0.9769215651322937,2.031440977770519,0.0,3.530039923315231,0.0,0.0,7.125443878579715,7.417909376338271
